slug	title	ours	isbn_implies	madb_candidates	vols	isbn
usotsuki-na-tetora	うそつきなテトラ	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	4	9784866970677
usotsuki-na-tsugai	嘘つきな番	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス (発売) / モバイルメディアリサーチ	3	9784909699091
usotsuki-summer	うそつきサマー	シユウエイシヤ	集英社	シユウエイシヤ / 創美社	1	9784420112154
usui-yoshito-no-buchikamashi-theater	臼井儀人のぶちかましシアター	廣済堂出版	広済堂出版	廣済堂出版	1	9784331451267
uta-no-prince-samatsu-debut	うたの☆プリンスさまっ♪Debut	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048910309
uta-no-purinsusamatsu	うたの☆プリンスさまっ♪	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048701501
utahime-2010	うたヒメ!	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	1	9784047126510
utawareru-mono	うたわれるもの	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048675529
utsurobune	うつろ舟	スタジオDNA	一迅社	スタジオDNA / 一賽舎	1	9784758050678
uuru-100-paasento	ウール100%	文化出版局	双葉社	文化出版局	1	9784579404049
vaanya-no-oishii-tabi-kitchen	ヴァーニャのおいしい旅キッチン	三交社 (発売)	三交社	三交社 (発売) / メディアソフト	2	9784815526030
valkyrie-no-bouken-gaiden	ワルキューレの冒険外伝	電波新聞社	東京三世社	電波新聞社 / ヨルカ・ヘッドルーム出版事業部	1	9784885542152
venomania-kou-no-kyouki	ヴェノマニア公の狂気	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	1	9784047285552
vermillion	ヴァーミリオン	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784041204481
virgin-maiden	ヴァージンメイデン	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードメディア	2	9784048994965
visual-prison-comics	ヴィジュアルプリズンcomics	KADOKAWA (発売)	KADOKAWA	KADOKAWA (発売) / ブシロードクリエイティブ	3	9784048995382
vividred-operation	ビビッドレッド・オペレーション	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048913560
viyon-no-tsuma	ヴィヨンの妻	学研マーケティング	学研教育出版	学研マーケティング / 学研パブリッシング	1	9784059006138
vunpaia-gensou-tan	吸血鬼幻想譚	シユフトセイカツシヤ	宙出版	シユフトセイカツシヤ / 宙出版	2	9784391913668
waga-tsuma-tono-tousou	我が妻との闘争	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	2	9784047250208
wagamama-diy	わがままDIY	インプレス	リイド社	インプレスコミュニケーションズ / インプレスジャパン	3	9784844331261
wagatsun	わがツン	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	4	9784047276864
wagaya-no-neko-niwa-chiisai-otsu-san-ga-haitteiru	我が家の猫には小さいオッサンが入っている	大都社 (発売)	大都社	大都社 (発売) / 秋水社	1	9784864954150
wagaya-no-oinari-sama	我が家のお稲荷さま。	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	11	9784840241120
wakakusa-monogatari	若草物語	学研	学習研究社	学研	1	9784051015190
wakaokami-tubame	若女将つばめ	学研マーケティング	学習研究社	学研マーケティング / 学研パブリッシング	2	9784056070699
wakaru-tori	ワカルトリ	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス	3	9784909767523
wakeatte-zetsumetsu-shimashita-beautiful	わけあって絶滅しました。ビューティフル	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	2	9784864681575
wanpaku-taichi-ga-yattekita	わんぱく太一がやって来た!	長野日報社	虹の旅出版	長野日報社	2	9784931435544
warabechouchin	童提灯	創土社	ホビージャパン	創土社	2	9784798860039
waru-world	わるわーるど	衆芸社	スタジオDNA	衆芸社 / サマープロジェクト	1	9784921023102
warui-hon	わるい本	ベネッセコーポレーション	福武書店	ベネッセコーポレーション	1	9784828818399
warui-ko	悪い子	ヘルスワーク協会	ハイランド	ヘルスワーク協会	1	9784938844073
warunai	わるない	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エモーション	2	9784048992107
watashi-demo-ie-kaemasu-ka	私でも家買えますか?	集英社 (発売)	創美社	集英社 (発売) / 集英社クリエイティブ	2	9784420220774
watashi-no-ani-wa-hito-o-ayamemashita	私の兄は人を殺めました	ジャイブ	マイクロマガジン社	ジャイブ / ネクストF	2	9784867150412
watashi-no-doll-wa-yoi-doll	わたしの人形は良い人形	文芸春秋	文藝春秋	文芸春秋 / 文芸春秋	1	9784168110443
watashi-no-dorei-ni-narinasai-komikkuban	私の奴隷になりなさい コミック版	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041204771
watashi-wa-okazu-senpai-ni-taberaretai	私はおかず先輩に食べられたい。	CLAPコミックス	三交社	CLAPコミックス / 三交社	3	9784815530143
watashi-no-uchi-wa-futsuu	わたしの家(うち)はフツー	集英社 (発売)	集英社	集英社 / 集英社クリエイティブ	5	9784420154123
watch-shuwatchi-aishite-koi	ウォッチ・シュワッチ愛して恋!!	集英社	講談社	集英社	1	9784061730618
wazura	ワズラ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / バンダイビジュアル	1	9784048992220
wet-moon	Wet Moon	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	3	9784047279391
white-album-aquaplus-2009	WHITE ALBUM	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048677141
wild-beast	ワイルドビースト	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	5	9784048706445
wonder-bit	WONDER BIT	アスキー出版局	アスキー	アスキー出版局	2	9784756106438
wonderful-world	ワンダフルワールド	エニックス	スクウェア・エニックス	エニックス	4	9784757501775
working-holiday-in-australia	ワーキングホリデーinオーストラリア	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048863650
wotaku-no-musume-san	おたくの娘さん	角川グループパブリッシング	角川書店	角川書店 / 富士見書房	11	9784047124738
wotaku-shojo-wa-koi-ni-bukiyou	オタク処女は恋に不器用	大都社 (発売)	大都社	大都社 (発売) / 秋水社	2	9784864954112
yakui-yo-arakushumi	厄いよ!アラクシュミ	小学館クリエイティブ (発売)	小学館クリエイティブ	小学館クリエイティブ (発売) / ヒーローズ	3	9784864688826
yamada-akihiro-no-sekai	山田章博の世界	ソフトバンククリエイティブ	ソフトバンクパブリッシング	ソフトバンククリエイティブ	1	9784797319835
yamanashi-hikari-no-suashi	やまなし ひかりの素足	三起商行	夢元社	三起商行	1	9784895888158
yamaoku-youkai-shougakkou	山奥妖怪小学校	メディアパル (発売)	イカロス出版	メディアパル (発売) / 久志本出版	1	9784802132060
yamataikoku-no-dai-shinjitsu	邪馬台国の大真実	講談社・コミックス	コミックス	講談社・コミックス	1	9784063133493
yami-hotaru	ヤミホタル	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	3	9784048865708
yami-ni-kieta-christmas	闇に消えたクリスマス	主婦と生活社	宙出版	主婦と生活社 / 宙出版	1	9784391913637
yami-no-ouji-no-monogatari	闇の王子の物語	シュフトセイカツシャ	主婦と生活社	シュフトセイカツシャ / 宙出版	1	9784391915136
yamiihon	闇異本	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス (発売)	2	9784866971889
yamitsuki-marisu	やみ憑きマリス	角川グループパブリッシング	角川書店	角川グループパブリッシング / 富士見書房	2	9784047126213
yanii-gaiden	ヤニー外伝	ピラミッド社	大陸書房	ピラミッド社	1	9784803312928
yankee-omega-wa-juuou-sama-no-mono	ヤンキーΩは獣王様のもの!	日販アイ・ピー・エス (発売)	駒草出版株式会社ダンク出版事業部	日販アイ・ピー・エス (発売) / モバイルメディアリサーチ	3	9784909699497
yaotsukumo	ヤオツクモ	角川グループホールディングス	KADOKAWA	角川グループホールディングス / 角川書店	2	9784041206706
yasui-shokuzai-ga-gokuuma-ni-daihenshin-otsumami-100	安い食材が極ウマに大変身!おつまみ100	東邦出版	東洋出版	東邦出版	1	9784809415555
yatsuhakamura	八つ墓村	コミックス	講談社	コミックス	1	9784062602730
yattaze-maihoomu	やったぜマイホーム!!	朝日新聞社	朝日新聞出版	朝日新聞出版 / 朝日新聞社	1	9784022131393
yawahada-midaretsubo	柔肌みだれ壷	青林工藝社	青林工藝舎	青林工藝社 / ソフトマジック	1	9784883790364
yellow-r	YELLOW/R	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047271913
yodan-to-kaidan	余談と怪談	小学館クリエイティブ	ワニマガジン社	小学館クリエイティブ / ヒーローズ	1	9784868050162
yoiko-no-mikata	よい子の味方	小学館	小学館クリエイティブ	小学館 / 小学館クリエイディブ	1	9784778010911
yojigen-tokei	四次元時計	コミックス	講談社	コミックス	1	9784062606462
yojiten	4じてん。	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041203972
yome-ga-korena-monde	ヨメがコレなもんで。	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / エンターブレイン	2	9784047272941
yon	4	集英社	小池書院	集英社	1	9784883158676
yoru-no-ryouiki	夜の領域	太田出版	チクマ秀版社	チクマ秀版社	1	9784805004678
yoshinoya-kyoudai	吉野家兄弟	LINE Digital Frontier	TOブックス	LINE Digital Frontier / 日販アイ・ピー・エス (発売)	2	9784866972374
yoshiwara-hana-oboro	よしわら花おぼろ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	3	9784041200995
youkai-gadan	妖怪画談	岩波新書	岩波書店	岩波新書	1	9784004302384
youkai-to-kusuriuri	妖怪と薬売り	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / 角川書店	1	9784041205730
youki-shininchou	妖棋死人帳	小学館	小学館クリエイティブ	小学館 / 小学館クリエイティブ	1	9784778031282
youko-sama-no-hanayome	妖狐さまの華夜女(はなよめ)	三交社 (発売)	三交社	三交社 (発売) / メディアソフト	2	9784815590222
youshin-gourmet	妖神グルメ	創土社	ホビージャパン	創土社	2	9784798860015
yucca	ユッカ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	2	9784048674461
yuka-no-yu	ゆかのゆ	角川グループパブリッシング	KADOKAWA	角川グループパブリッシング / アスキー・メディアワークス	1	9784048671569
yukiwarisou	雪割草	シユウエイシヤ	集英社	シユウエイシヤ / 創美社	1	9784420115032
