base	verdict	src	n_pages	titles	outliers	evidence	isbn_audit	reps	rekey
love-lab	different_works	year_SAME_READING	3	恋愛 (ラブ) ラボ || ラブラボ || ラブラボ		ラブラボは同題の別作多数: 桃雪琴梨(講談社なかよしラブリー,2005, cmoa/booklive)、すぎ恵美子『ラブラボ〜恋愛実験室〜』(小学館)、中山寛巳(BL)、宮原るり『恋愛ラボ』(芳文社4コマ,15巻)。3件(2018恋愛(ラブ)ラボ/2004ラブラボ/2005ラブラボ)は別作者の別作。	ISBN確認	qid:Q11453381|name:恋愛ラボqid:Q1335743|name:ラブラボqid:Q9008430|name:ラブラボ	
psycho	different_works	year_DIFF_READING	3	サイコ || サイコ || PSYCHO+		サイコ(3巻1993)=寺館和子のカウンセラー河原崎彩子もの女性漫画(ja.wikipedia/mangazenkan)。PSYCHO+サイコプラス(2巻1993)=藤崎竜の少年ジャンプ作(ja.wikipedia/PSYCHO+)。別作者・別作品。残るサイコ(2巻)も多重人格探偵サイコ(1997)ではなく未特定。共通読みサイコで衝突した無関係作群。	ISBN確認	qid:Q11382767|name:彩子qid:Q11458108|name:サイコqid:Q11576031|name:サイコqid:Q1191493|name:PSYCHO+	
vamp	different_works	year_SAME_READING	2	VAMP!? || ヴァンプ		VAMP!?(2001/1巻)=小坂理絵、講談社なかよし連載(kodansha.co.jp/products/0000027424)。もう一方のヴァンプ(2000/1巻)はタイトルも年も異なり特定できず(もしかしてヴァンプ=橘裕は別題)。同一作の確証なし、別タイトル・別年のため別作扱い。	ISBN確認	qid:Q11459435|name:VAMP!?qid:Q11500157|name:ヴァンプ	
fuurin-kazan	partial	year_SAME_READING	3	風林火嶄 || 風林火山 || 風林火山	風林火嶄	風林火嶄(3巻1999)=小川雅史、講談社アフタヌーン超能力バトル(kodansha.co.jp/products/0000031846)。風林火山(2巻2007)×2は同一・同年・同巻数で同一作の重複と推定(実在の戦国語=井上靖原典名等)。風林火嶄だけ別作品。	diff_pub	qid:Q11460644|name:風林火嶄qid:Q11542475|name:風林火山qid:Q11577376|name:風林火山	
wild-cats	different_works	year_SAME_READING	2	ワイルド☆キャッツ || WILD CATS		WILD CATS(3巻2000)=清水玲子、白泉社LaLaの子ライオン物語(ja.wikipedia/WILD_CATS_(漫画))。ワイルド☆キャッツ(1巻2001)=小林拓己のセクシー3人娘アクションコメディ(k-manga 54991)。別作者・別作品。	ISBN確認	qid:Q11461627|name:ワイルド☆キャッツqid:Q460877|name:WILD CATS	
neko-punch	merge_all	year_SAME_READING	2	ねこぱんち || ねこぱんち		両エントリとも『ねこぱんち』(少年画報社の猫テーマアンソロジー誌/にゃんCOMI、同一読み・同一2007年)。おとなのねこぱんち等の派生題ではなく無印同一ブランド。同一作(アンソロジー本編)の分割記録(ja.wikipedia/ねこぱんち)。	ISBN確認	qid:Q11463264|name:ねこぱんち	
love-mangaka	different_works	year_SAME_READING	2	レンアイ漫画家 || 恋愛漫画家		レンアイ漫画家(5巻2011)=山崎紗也夏、講談社モーニング連載(ja.wikipedia/レンアイ漫画家、連載は2011開始)。恋愛漫画家(1巻2010)は連載開始前年かつ漢字題で別作扱い、同一作の確証なし。	ISBN確認	qid:Q11468186|name:レンアイ漫画家qid:Q11538067|name:恋愛漫画家	
himitsu-no-hokenshitsu	different_works	year_SAME_READING	2	ヒミツの保健室 || ひ・み・つの保健室		[ISBN/出版社裁定] ヒミツの保健室(4巻2003)=やまとゆうか、ヤングキングアワーズ4コマ(ja.wikipedia/ヒミツの保健室)。ひ・み・つの保健室(1巻2003)は同年・同読みだが単独特定できず、表記揺れの同一作か別作か確証取れず。憶測でmergeしない。	ISBN確認	qid:Q11469496|name:ヒミツの保健室qid:Q11642002|name:ひ・み・つの保健室	
sensei-no-okiniiri	merge_all	year_SAME_READING	2	先生のお気に入り || 先生のお気に入り!		先生のお気に入り/先生のお気に入り!ともに2004年・1巻・読み同一で、差異は末尾「！」のみ。相原実貴、小学館フラワーコミックス2004-04-26刊(shogakukan.co.jp/books/09131739、bookwalker)。記号差のみの同一作。	ISBN確認	qid:Q11471004|name:先生のお気に入り	
kurenai	different_works	year_SAME_READING	4	紅 || 紅 || 紅 || 紅		紅は4エントリで年(1996/1999/1999/2008)・巻数(4/1/10/5)がバラバラ。10巻2008=紅kure-nai(山本ヤマト/片山憲太郎原作、ジャンプSQ:ja.wikipedia/shueisha)。他の単漢字『紅』群は別作者の同名異作。共通読みクレナイで衝突した無関係作群。	ISBN確認	qid:Q11473329|name:紅qid:Q11560718|name:紅qid:Q11658055|name:紅qid:Q9109207|name:紅	
kagetora	different_works	year_SAME_READING	2	影虎 || KAGETORA		KAGETORA(10巻2003)=瀬上あきら、講談社マガジンスペシャルの忍者ラブコメ全11巻(kc.kodansha/0000012127、mangapedia)。影虎(3巻2002)=別作品(cmoa title 4961)。ローマ字題と漢字題で別作者・別作。	ISBN確認	qid:Q11473338|name:影虎qid:Q9320153|name:KAGETORA	
sanada-yukimura	different_works	year_SAME_READING	5	真田幸村 || 真田幸村 || 真田幸村 || 真田幸村 || 真田幸村		真田幸村が5エントリで年(2006〜2019)・巻数バラバラ。岡村賢二版(bookwalker)、学習まんが人物伝(KADOKAWA/小学館/ポプラ)等、歴史上人物を題材にした別作者の複数漫画。共通読みで衝突した無関係作群。	ISBN確認	qid:Q11473338|name:真田幸村qid:Q11542475|name:真田幸村qid:Q11653162|name:真田幸村qid:Q128840778|name:真田幸村|sub:その男、日本一の兵!!qid:Q6383702|name:真田幸村	
youkihi	different_works	year_SAME_READING	3	〔火華〕輝妃 || 妖貴妃 || 妖鬼妃		妖鬼妃(1巻1993)=美内すずえ『妖鬼妃伝』なかよし(ja.wikipedia/妖鬼妃伝)。妖貴妃(1巻1993)は別作者(booklog別人)。〔火華〕輝妃(3巻1996)は更に別題。三作とも読みヨウキヒのみ共通の無関係作。	ISBN確認	qid:Q11480142|name:〔火華〕輝妃qid:Q11579371|name:妖貴妃qid:Q8967541|name:妖鬼妃	
cinderella-express	merge_all	year_SAME_READING	2	シンデレラ・エクスプレス || シンデレラ・エクスプレス		両エントリとも『シンデレラ・エクスプレス』完全同一題・同一1989年。弓月光、週刊ヤングジャンプ1989連載・全4巻(amazon 4088617215、netoff)。4巻=本体、1巻=同一作のMADB分割記録。別の弓月光作の証拠なく、同題同年同作者の同一作。	版違い疑い	qid:Q11487103|name:シンデレラ・エクスプレスqid:Q9005401|name:シンデレラ特急	
setsuna	different_works	year_SAME_READING	4	SETSUNA || Setsuna || 刹那 || 刹那		SETSUNA(1996)/Setsuna(1990)/刹那(1997)/刹那(2025)は全て1巻・年バラバラ。刹那は曖昧さ回避項目が示す通り多数作品が同名(ja.wikipedia/刹那_(曖昧さ回避))。共通読みセツナのみで衝突した別作者の同名異作群。	ISBN確認	qid:Q11488509|name:SETSUNAqid:Q11583886|name:Setsunaqid:Q11614004|name:刹那qid:Q1377779|name:刹那	
loveless	merge_all	year_SAME_READING	2	Loveless || Loveless		両page「Loveless/ラブレス」は高河ゆんの唯一の同名漫画(ja.wikipedia LOVELESS高河ゆん、一迅社ZERO-SUM、全13巻、2001連載開始)。vol2/2001とvol1/2017は同一作の巻・再録。同名異作は確認されず。	版違い疑い	qid:Q438220|name:LOVELESS	
dandelion	different_works	year_SAME_READING	2	ダンデ・ライオン || ダンデライオン		「ダンデ・ライオン」8巻=木村直巳・若桑一人(小学館 csbs.shogakukan.co.jp book_group 6938)、「ダンデライオン」1巻=落合尚之(同 7060)。別作者・別出版物の同音異作。	同社別作	qid:Q11519017|name:ダンデ・ライオンqid:Q11620583|name:ダンデライオン	
gekiga-ikenami-shoutarou	merge_all	year_SAME_READING	2	劇画池波正太郎 || 劇画池波正太郎		両record「劇画池波正太郎」が題・巻数(1)・年(2018)・読みまで完全一致のbyte同一=同一単行本の重複カタログ記録と判断。池波原作は作画者違い複数あるが両record同一フィールドのため別作の可能性は低い。	ISBN確認	qid:Q11523559|name:劇画池波正太郎|sub:谷中・首ふり坂	
seishun-no-tameiki	merge_all	year_SAME_READING	2	青春のためいき || 青春のためいき		同題「青春のためいき」のvol2(1989)とvol1(1990)=同一作の巻ペア(連番)。外部で別作者の同名異作は確認されず、同シリーズの上下巻と判断。	版違い疑い	qid:Q11526412|name:青春のためいき	
toushinden	merge_all	year_SAME_READING	2	闘神伝 || 闘神伝		「闘神伝」vol1+vol5(共に1996)。武林武士による全5巻シリーズ(月刊少年エース/角川、ja.wikipedia 闘神伝・amazon 4047131350)に一致。題は素の「闘神伝」でアンソロジーでなく、vol5まで揃う単一作。	版違い疑い	qid:Q11546035|name:闘神伝	
happy	merge_all	year_SAME_READING	2	ハッピー! || Happy!		「ハッピー!」と「Happy!」は浦沢直樹の同一テニス漫画(ja.wikipedia Happy!漫画、小学館ビッグコミックスピリッツ1993-99)。ラテン⇄カタカナの表記差のみ、同一作。	版違い疑い	qid:Q11555608|name:ハッピー!	
kekkon-love	different_works	year_SAME_READING	2	結婚恋愛 || 結婚×レンアイ。		「結婚恋愛」1巻=小学館プチコミック短編集(cmoa title 109535、2016)、「結婚×レンアイ。」9巻=萩尾彬/白泉社レディースC(hakusensha 63956、2015)。別作者・別出版社の同音異作。	ISBN確認	qid:Q11557567|name:結婚恋愛qid:Q11620400|name:結婚×レンアイ。	
mama-tokidoki-kodomo	merge_all	year_SAME_READING	2	ママときどき子ども || ママときどき子ども		両record「ママときどき子ども」が題・巻数・年・読み完全一致=森本梢子の同一作(文庫版全2巻、mangazenkan 46873)の重複記録。	ISBN確認	qid:Q11560265|name:ママときどき子ども	
houkago-pedal-yowamushi-pedal-koushiki-anthology	merge_all	year_SAME_READING	2	放課後ペダル 「弱虫ペダル」公式アンソロジー || 放課後ペダル 「弱虫ペダル」公式アンソロジー		両page「放課後ペダル『弱虫ペダル』公式アンソロジー」のvol1(2014)+vol3(2015)。渡辺航原作・プリンセス編集部編の同一アンソロジーシリーズの巻(amazon 4253213197 等)。	ISBN確認	qid:Q11562516|name:放課後ペダル 「弱虫ペダル」公式アンソロジー	
liqueur	merge_all	year_SAME_READING	2	Liqueur || Liqueur		両record「Liqueur/リキュール」1巻=ブラコンアンソロジー Liqueur(フレックスコミックス、2012、amazon 4797364289)の重複記録。同一アンソロジー作品。	ISBN確認	qid:Q11562600|name:Liqueur	REKEYED
yumegatari	merge_all	year_SAME_READING	2	夢語り || 夢語り		両record「夢語り」が題・巻数(1)・年(1986)・読み完全一致のbyte同一=同一単行本の重複カタログ記録(諸星大二郎/湯口聖子/黒岩よしひろ等の候補ありだが両recordが同一作を指す)。	版違い疑い	qid:Q11563494|name:夢語り	
fuufu	merge_all	year_SAME_READING	2	ふーふ || ふーふ		「ふーふ」vol1+vol2(共に2011)=源久也のゆり漫画ふ〜ふ(コミック百合姫S、booklive title 207219)。同題・同年・連番巻=同一作。	版違い疑い	qid:Q11563976|name:ふーふ	
gensuibaku-manga-collection	merge_all	year_SAME_READING	3	原水爆漫画コレクション || 原水爆漫画コレクション || 原水爆漫画コレクション		3record全て「原水爆漫画コレクション」(平凡社、山田英生編、2015、全4巻・各巻に曙光/閃光/焔光等の副題、heibonsha b199035)。副題strip後に同題1巻化した同一アンソロジーシリーズの各巻。	ISBN確認	qid:Q11565267|name:原水爆漫画コレクション	
ringo-monogatari	different_works	year_SAME_READING	2	林檎ものがたり || 林檎物語		「林檎ものがたり」3巻=田渕由美子/集英社りぼんマスコットC(amazon 4088531531、1979)、「林檎物語」1巻=立原あゆみ/講談社(kodansha 0000025992、1978)。別作者・別出版社・別漢字表記の同音異作。	ISBN確認	qid:Q11577130|name:林檎ものがたりqid:Q2875041|name:林檎物語	
super-robot-taisen-alpha-4-koma-gyagu-battle	merge_all	year_SAME_READING	2	スーパーロボット大戦α 4コマギャグバトル || スーパーロボット大戦α 4コマギャグバトル		[ISBN/出版社裁定] 9784334(光文社)連番=同一シリーズ2巻の分裂	ISBN確認	qid:Q11580208|name:スーパーロボット大戦α 4コマギャグバトル	
i-love-you	different_works	year_SAME_READING	3	アイ・ラブ・ユー || I love you || I LOVE YOU		3つ別作。page1アイ・ラブ・ユー全3巻1995=盛田賢司(ビッグコミックスピリッツ/小学館)、page2 I love you全6巻=高瀬由香(ちゃお)、page3 I LOVE YOU 1巻2002は別。著者一致せず同題異作。出典Wikipedia/csbs.shogakukan.co.jp	ISBN確認	qid:Q11581440|name:アイ・ラブ・ユーqid:Q11671965|name:I love youqid:Q2857952|name:I LOVE YOU	
purple	merge_all	year_SAME_READING	2	パープル || Purple		竹下堅次朗(竹下けんじろう)の単一作『パープル』全2巻(ヤングサンデー増刊大漫王)。page1パープル/page2 Purpleはカタカナ⇄ラテンの表記揺れで同一作。出典mangapedia.com/Amazon(ASIN 409151751X)	版違い疑い	qid:Q9047351|name:Purple	
itsuka-suki-to-itte	merge_all	year_SAME_READING	2	いつか好きだと言って || いつか好きだと言って		水城せとな『いつか好きだと言って』1巻1995(芳文社/花音コミックス)。2レコードはtitle/kana/year/vols完全一致=同一作の重複記録。出典Wikipedia/Amazon(4832280023)	版違い疑い	qid:Q11584832|name:いつか好きだと言って	
